Post ID,Product Brand,Sentiment Score,battery,camera,screen,performance,design,software,display,speaker,battery life,camera quality
760,Xiaomi 14 Ultra,0.625,,4.0,,,,,,,5.0,
1365,Xiaomi 14 Ultra,-0.25,,4.0,,,3.0,2.0,,,2.0,
1802,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
6286,Xiaomi 14 Ultra,0.2,,,,,,,,,,
7737,Xiaomi 14 Ultra,0.6,,,,,3.0,3.0,,,,
8490,Xiaomi 14 Ultra,0.0,,,,,,,,,,
9211,Xiaomi 14 Ultra,0.4,3.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,
10426,Xiaomi 14 Ultra,0.6,,4.0,,,,,,,,
10650,Xiaomi 14 Ultra,0.2,,,,,,,,,,
10694,Xiaomi 14 Ultra,0.0,,,,,,,,,,
11400,Xiaomi 14 Ultra,0.0,,,,,,,,,,
12240,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
1911,Xiaomi 14 Ultra,-0.64,,1.0,,,,,1.0,,,
5790,Xiaomi 14 Ultra,0.8,2.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,
7749,Xiaomi 14 Ultra,-0.85,,,,,,,,,,
8125,Xiaomi 14 Ultra,-0.5,,2.0,,,,,,,,
8716,Xiaomi 14 Ultra,-0.25,,,,,,,,,,
12245,Xiaomi 14 Ultra,-0.2,3.0,3.0,,,2.0,,,,,
12429,Xiaomi 14 Ultra,0.7,3.0,,,,,5.0,,,,
14046,Xiaomi 14 Ultra,0.5,,,,,,,,,,
689,Xiaomi 14 Ultra,-0.25,,2.0,,,,,,,,
1213,Xiaomi 14 Ultra,0.0,,,,,,,,,,
7674,Xiaomi 14 Ultra,-0.2,,,,,,,,,,
7966,Xiaomi 14 Ultra,-0.25,,,,,,,,,,
10471,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
10709,Xiaomi 14 Ultra,0.0,,,,,,,,,,
10862,Xiaomi 14 Ultra,-0.2,2.0,,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
11075,Xiaomi 14 Ultra,0.43,4.0,4.0,,,,,3.0,,,
13771,Xiaomi 14 Ultra,0.0,,,,,,,,,,
13794,Xiaomi 14 Ultra,-0.2,,,,,,,,,,
14103,Xiaomi 14 Ultra,-0.125,,,,,3.0,2.0,,,,
25,Xiaomi 14 Ultra,0.1,,,,,,,,,,
131,Xiaomi 14 Ultra,0.25,,3.0,,,,,,,,
210,Xiaomi 14 Ultra,0.0,,,,,,,,,,
1419,Xiaomi 14 Ultra,-0.3,,3.0,,,,,,,,
1639,Xiaomi 14 Ultra,0.0,,,,,,,,,,
7312,Xiaomi 14 Ultra,0.175,,,,,,4.0,,,,
7562,Xiaomi 14 Ultra,0.25,,4.0,3.0,3.0,,,,,,
12378,Xiaomi 14 Ultra,0.35,,4.0,,4.0,,,,,,
13871,Xiaomi 14 Ultra,0.1,3.0,,,,,,,,4.0,
2373,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
8085,Xiaomi 14 Ultra,0.0,,,,,,,,,,
10505,Xiaomi 14 Ultra,-0.25,,,,,,,,,,4.0
10925,Xiaomi 14 Ultra,-0.9,,,,,,,,,,
11384,Xiaomi 14 Ultra,0.3,,,,,3.0,,,,,
11773,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
13821,Xiaomi 14 Ultra,0.2,,2.0,4.0,4.0,3.0,4.0,,4.0,3.0,5.0
2015,Xiaomi 14 Ultra,-0.5,,2.0,,,,,,,,
4204,Xiaomi 14 Ultra,0.25,,,,,,4.0,,,3.0,4.0
8294,Xiaomi 14 Ultra,0.6,5.0,,,,,5.0,,,,
9037,Xiaomi 14 Ultra,-0.6,,,,,,1.0,,,,
10107,Xiaomi 14 Ultra,0.4,,,,3.0,4.0,2.0,,,,
10662,Xiaomi 14 Ultra,-0.2,,3.0,,,2.0,,,,,
11836,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
11854,Xiaomi 14 Ultra,-0.375,,,1.0,,,,,,,
1694,Xiaomi 14 Ultra,0.0,,5.0,,,,,,,3.0,
1730,Xiaomi 14 Ultra,0.9,,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,3.0
2021,Xiaomi 14 Ultra,-0.9,,1.0,,,,,,,,
8013,Xiaomi 14 Ultra,0.4,3.0,,,,,,,,,
11331,Xiaomi 14 Ultra,-0.5,,2.0,,,,2.0,,,,
12249,Xiaomi 14 Ultra,-0.7,,,,,2.0,2.0,,,,
12386,Xiaomi 14 Ultra,0.5,,3.0,,3.0,,,,,,
14064,Xiaomi 14 Ultra,0.5,,3.0,,,,,,,,
1430,Xiaomi 14 Ultra,0.1,,4.0,,,,,,,,
1798,Xiaomi 14 Ultra,0.7,,,,,,,,,,
5655,Xiaomi 14 Ultra,0.8,,,,5.0,4.0,,,,,
7391,Xiaomi 14 Ultra,0.0,,,,,,,,,,
7612,Xiaomi 14 Ultra,0.75,,,,,,,,,,
10425,Xiaomi 14 Ultra,0.0,,2.0,,,2.0,,,,,
11818,Xiaomi 14 Ultra,-0.7,,,,,,,,,,
12191,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
411,Xiaomi 14 Ultra,-0.6,,,,,,2.0,,,,
872,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2763,Xiaomi 14 Ultra,0.0,,,,,,3.0,,,,
6438,Xiaomi 14 Ultra,-0.44,2.0,,2.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0
7554,Xiaomi 14 Ultra,0.0,,3.0,,,3.0,,,,,
8927,Xiaomi 14 Ultra,0.6,4.0,,,5.0,4.0,,,,,
9226,Xiaomi 14 Ultra,-0.5,,,,,,3.0,,,,
11142,Xiaomi 14 Ultra,0.25,,,,,,,,,,
11937,Xiaomi 14 Ultra,-0.05,,,,,,,,,,
14184,Xiaomi 14 Ultra,0.6,,4.0,,,,,4.0,,,
112,Xiaomi 14 Ultra,-0.1875,,2.0,,,,,,,,
254,Xiaomi 14 Ultra,0.0,,,,,,3.0,,,,
1852,Xiaomi 14 Ultra,0.8,,,,,,,,,,
1947,Xiaomi 14 Ultra,0.7,,,,,,4.0,,,,
8645,Xiaomi 14 Ultra,-0.75,,2.0,,,,,,,,
10640,Xiaomi 14 Ultra,0.1,,2.0,,,,3.0,,,,
11520,Xiaomi 14 Ultra,-0.8,,,,,,,,,,
12270,Xiaomi 14 Ultra,-0.2,,,,,,,,,,
2445,Xiaomi 14 Ultra,-0.6,,,,2.0,,,,,,
7147,Xiaomi 14 Ultra,0.125,,,,,,,,,,
7378,Xiaomi 14 Ultra,0.0,,,,,,,,,,
10437,Xiaomi 14 Ultra,0.5,,3.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0
11599,Xiaomi 14 Ultra,0.0,,3.0,,,,,,,,
13787,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
1941,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
7952,Xiaomi 14 Ultra,-0.3,,,,,,,,,,
9291,Xiaomi 14 Ultra,0.6,5.0,,,5.0,,,5.0,,,
12442,Xiaomi 14 Ultra,0.2,,,,,,,,,,
7565,Xiaomi 14 Ultra,0.3,,,,,,,,,,
13752,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
14141,Xiaomi 14 Ultra,0.0,,,3.0,,,,,,,
596,Xiaomi 14 Ultra,0.2,,,,,,,,,,
1178,Xiaomi 14 Ultra,0.4545,,5.0,,,,,,,,
1776,Xiaomi 14 Ultra,0.4,,,,,,,,,,
8498,Xiaomi 14 Ultra,-0.5,,,,,,1.0,,,,
8793,Xiaomi 14 Ultra,0.1,,3.0,,,,4.0,,,,
11028,Xiaomi 14 Ultra,-0.5,,3.0,,,2.0,,,,,
11042,Xiaomi 14 Ultra,0.5,,,,,,,,,,
11428,Xiaomi 14 Ultra,-0.56,,,,,,,,,,
12229,Xiaomi 14 Ultra,0.7,,,,4.0,,,,,,
13779,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
2636,Xiaomi 14 Ultra,0.6,,,,,,,,,,
11134,Xiaomi 14 Ultra,0.0,,,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
98,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
261,Xiaomi 14 Ultra,-0.1667,,4.0,,,,,,,,
1773,Xiaomi 14 Ultra,0.6,,,,,,,,,,
2305,Xiaomi 14 Ultra,0.2,3.0,3.0,,,,,,,,
2595,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2748,Xiaomi 14 Ultra,0.2,,,,,3.0,,,,,
7542,Xiaomi 14 Ultra,0.2,,3.0,,,,,,,,
7778,Xiaomi 14 Ultra,0.5,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0
9311,Xiaomi 14 Ultra,-0.375,,,,,,,,,,
1877,Xiaomi 14 Ultra,0.0,,,,,,,,,,
7116,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
10608,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
11044,Xiaomi 14 Ultra,0.2,,,,,,,,,,
12391,Xiaomi 14 Ultra,-0.7,,,,,2.0,,,,,1.0
14018,Xiaomi 14 Ultra,0.0,4.0,,,,,,3.0,,,
522,Xiaomi 14 Ultra,0.8,,4.0,,,,,,,,
1260,Xiaomi 14 Ultra,-0.2,,3.0,,,,,,,,
1929,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2168,Xiaomi 14 Ultra,0.2,,,,,,,,,,
7728,Xiaomi 14 Ultra,0.3,,,,,,,,,,
8672,Xiaomi 14 Ultra,-0.125,,,5.0,5.0,5.0,4.0,,4.0,5.0,5.0
11006,Xiaomi 14 Ultra,-0.4,,,,,,,,,,3.0
2014,Xiaomi 14 Ultra,0.125,2.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0
2477,Xiaomi 14 Ultra,-0.25,,,,,,,,,,
7103,Xiaomi 14 Ultra,0.25,,,,3.0,,,,,,
8674,Xiaomi 14 Ultra,0.25,,,,,,4.0,,,,
8767,Xiaomi 14 Ultra,-0.5,,,,1.0,1.0,,,5.0,5.0,5.0
10443,Xiaomi 14 Ultra,0.1,,,,,,,,,,
11715,Xiaomi 14 Ultra,0.0,,,,,,,,,,
13911,Xiaomi 14 Ultra,0.2,,,,,,,,,,
67,Xiaomi 14 Ultra,0.8,,,,,,,,,,5.0
5383,Xiaomi 14 Ultra,0.1,,,,,,,,,,
8195,Xiaomi 14 Ultra,0.2,,,,,,,,,,
8472,Xiaomi 14 Ultra,-0.9,,,,,,1.0,,,,
10938,Xiaomi 14 Ultra,0.457,,,,,5.0,3.0,4.0,,,5.0
11170,Xiaomi 14 Ultra,-0.2,,2.0,,,,,,,,
11499,Xiaomi 14 Ultra,-0.2,,,,,,,,,,
12214,Xiaomi 14 Ultra,0.5,,,,,,,,,,
13903,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2702,Xiaomi 14 Ultra,0.2,,,,,,3.0,,,,
10752,Xiaomi 14 Ultra,-0.9,,,4.0,3.0,1.0,1.0,,5.0,2.0,4.0
12127,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
1202,Xiaomi 14 Ultra,0.4,,4.0,,,,3.0,,,,
1735,Xiaomi 14 Ultra,-0.5,,3.0,4.0,,,3.0,,,2.0,
2131,Xiaomi 14 Ultra,-0.2,,,,,,2.0,,,,
2857,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
5201,Xiaomi 14 Ultra,0.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0
7750,Xiaomi 14 Ultra,0.0,,,,,,,,,,
7829,Xiaomi 14 Ultra,-0.5,2.0,,,,,,,,,
10458,Xiaomi 14 Ultra,0.25,,,,,,,,,,
84,Xiaomi 14 Ultra,0.625,,,,,,,,,,
545,Xiaomi 14 Ultra,-0.1,,4.0,,,,,2.0,,,
1275,Xiaomi 14 Ultra,0.0,,,,,,,,,,3.0
2058,Xiaomi 14 Ultra,-0.5,2.0,,,,,,,,,
2343,Xiaomi 14 Ultra,0.1,,4.0,,,,,,,,
6970,Xiaomi 14 Ultra,0.147,4.0,,,,,,,,,
7967,Xiaomi 14 Ultra,0.25,,,,,,3.0,,,,
9034,Xiaomi 14 Ultra,-0.2,,,,2.0,,,,,,
11721,Xiaomi 14 Ultra,0.267,3.0,2.0,,,4.0,3.0,,,,
1274,Xiaomi 14 Ultra,0.45,,,,,,,,,,3.0
1901,Xiaomi 14 Ultra,0.125,2.0,4.0,,,,,,,,
7538,Xiaomi 14 Ultra,0.5,,3.0,,,,,,,,
10436,Xiaomi 14 Ultra,0.1,,,,,,,,,,4.0
10712,Xiaomi 14 Ultra,-0.85,,,,,,,,,,
11089,Xiaomi 14 Ultra,0.625,,4.0,,,,,,,,
11275,Xiaomi 14 Ultra,0.0,,,,,,,,,,
12084,Xiaomi 14 Ultra,-0.6,,2.0,,,,,,,,
14158,Xiaomi 14 Ultra,0.5,,3.0,,,,,,,3.0,
1647,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
7104,Xiaomi 14 Ultra,0.0,,,,,,,,,,
7593,Xiaomi 14 Ultra,0.4,,3.0,,,,4.0,,,,
7767,Xiaomi 14 Ultra,0.0,,,,,,,,,,
8009,Xiaomi 14 Ultra,-0.4,3.0,,,,,,,,,
8025,Xiaomi 14 Ultra,-0.083,,,,,,,,,,
8632,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
9278,Xiaomi 14 Ultra,-0.25,,3.0,,,,,,,,
13721,Xiaomi 14 Ultra,-0.3,,,,,,,,,,
420,Xiaomi 14 Ultra,0.375,3.0,3.0,,,,,,,,
1136,Xiaomi 14 Ultra,-0.6,2.0,,,,,,,,,
1371,Xiaomi 14 Ultra,0.0,,5.0,,,,,,,,
1849,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2460,Xiaomi 14 Ultra,0.3,,,,,,,,,,
2996,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
401,Xiaomi 14 Ultra,0.1,,,,,,,,,,
1120,Xiaomi 14 Ultra,0.6,,2.0,,,4.0,,,,,
1943,Xiaomi 14 Ultra,-0.4,,,,,,,,,,2.0
2741,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
7763,Xiaomi 14 Ultra,0.0625,,,,,,,,,,
8434,Xiaomi 14 Ultra,-0.4,,2.0,,,,,,,,
8599,Xiaomi 14 Ultra,-0.5,,4.0,,,,1.0,,,,
9060,Xiaomi 14 Ultra,0.7,,3.0,,4.0,,4.0,,,,
9208,Xiaomi 14 Ultra,0.6,,,,,,4.0,,,,
10729,Xiaomi 14 Ultra,0.0,,3.0,,,,,,,,
792,Xiaomi 14 Ultra,0.5,4.0,,,,,,,,,
2300,Xiaomi 14 Ultra,-0.3,,2.0,,,,,,,4.0,
5595,Xiaomi 14 Ultra,-0.4,,,,,2.0,,,,,
7563,Xiaomi 14 Ultra,0.5,,,,,,,,,4.0,
8412,Xiaomi 14 Ultra,-0.6,,2.0,,,,,,,,
10879,Xiaomi 14 Ultra,-0.2,,,,,,,,,,
1158,Xiaomi 14 Ultra,-0.25,,1.0,,,,,,,4.0,
1456,Xiaomi 14 Ultra,-0.3,,,,,,3.0,,,,
2634,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2653,Xiaomi 14 Ultra,0.5,,,,,,,,,,
7260,Xiaomi 14 Ultra,0.6,3.0,5.0,,4.0,,,,,,
10747,Xiaomi 14 Ultra,0.5,,,,,,5.0,,,,
11129,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
834,Xiaomi 14 Ultra,0.125,,,,,,,,,,
2707,Xiaomi 14 Ultra,-1.0,,1.0,,,,,,,,
11302,Xiaomi 14 Ultra,-0.2,,,,,,2.0,,,,
11890,Xiaomi 14 Ultra,0.5,4.0,4.0,,,,,,,,
14005,Xiaomi 14 Ultra,0.3,,4.0,,5.0,4.0,,4.0,4.0,5.0,
818,Xiaomi 14 Ultra,-0.3,,,,,,,4.0,,2.0,
1182,Xiaomi 14 Ultra,0.75,,5.0,,,,,,,,
1879,Xiaomi 14 Ultra,0.9,,,,,,,,,,
5755,Xiaomi 14 Ultra,-0.7,,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,
6719,Xiaomi 14 Ultra,-0.2,2.0,3.0,2.0,5.0,,5.0,,4.0,5.0,5.0
7213,Xiaomi 14 Ultra,0.1,0.0,,,,,,,,,3.0
8611,Xiaomi 14 Ultra,0.5,2.0,2.0,5.0,5.0,4.0,2.0,4.0,1.0,5.0,4.0
9179,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
10671,Xiaomi 14 Ultra,0.3,,3.0,,,,,,,,
12025,Xiaomi 14 Ultra,0.1,,,,,,,,,,
164,Xiaomi 14 Ultra,0.6,,3.0,,,,,,,,
198,Xiaomi 14 Ultra,0.125,,,,,,,,,,
712,Xiaomi 14 Ultra,0.7,,,,,,,,,,
1357,Xiaomi 14 Ultra,0.0,,,3.0,,,3.0,,,,
1782,Xiaomi 14 Ultra,0.0,,,,,,,,,,
1830,Xiaomi 14 Ultra,0.6,,,,,,,,,,
6437,Xiaomi 14 Ultra,0.3,4.0,,,3.0,,,,,,
8670,Xiaomi 14 Ultra,-0.2,,,,,,,,,,
10500,Xiaomi 14 Ultra,-0.8,,2.0,,,,,,,,
11059,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
11383,Xiaomi 14 Ultra,-0.3125,,,,,,,,,,
13782,Xiaomi 14 Ultra,0.6,,,,,,,,,,
13888,Xiaomi 14 Ultra,0.2,,,,,,,,,,
942,Xiaomi 14 Ultra,0.3,,3.0,5.0,4.0,4.0,3.0,,4.0,5.0,5.0
7552,Xiaomi 14 Ultra,0.4,,,,,,,,,,
7842,Xiaomi 14 Ultra,0.0,,,,,,,,,,
8521,Xiaomi 14 Ultra,-0.4,,2.0,,3.0,,,,,,
856,Xiaomi 14 Ultra,-0.125,,,,,,,,,,
5202,Xiaomi 14 Ultra,0.2,,,,,,,,,,
234,Xiaomi 14 Ultra,-0.33,,,,,,,,,,
513,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
873,Xiaomi 14 Ultra,0.45,,,,,,,,,,
8609,Xiaomi 14 Ultra,-0.125,,,,,,,,,,
10525,Xiaomi 14 Ultra,0.333,,3.0,,,,,,,,
10619,Xiaomi 14 Ultra,0.55,,,,,,,,,,
11208,Xiaomi 14 Ultra,0.6,,,,,,4.0,,,,
2322,Xiaomi 14 Ultra,0.0,,4.0,,,,,,,,
5517,Xiaomi 14 Ultra,0.6,,,,,,,,,,
6334,Xiaomi 14 Ultra,0.75,,,,,,,,,,
10607,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
10758,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
10800,Xiaomi 14 Ultra,0.0,,,,,,,,,,
11165,Xiaomi 14 Ultra,-0.4,,2.0,,,,1.0,,,,
76,Xiaomi 14 Ultra,-0.25,,2.0,,,,,,,,
1554,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
2717,Xiaomi 14 Ultra,-0.3,,,2.0,,,,,,,
8015,Xiaomi 14 Ultra,-0.8,,,,2.0,2.0,5.0,1.0,,1.0,5.0
8360,Xiaomi 14 Ultra,-0.5,,,,,1.0,1.0,,,,
11398,Xiaomi 14 Ultra,-0.15,,,,2.0,3.0,3.0,,,,
1699,Xiaomi 14 Ultra,0.2,,5.0,,,,,,,2.0,
5285,Xiaomi 14 Ultra,0.75,4.0,,,,4.0,,,,,
7901,Xiaomi 14 Ultra,0.0,,,,,,,,,,
9149,Xiaomi 14 Ultra,0.8,,,,,,,,,,
10703,Xiaomi 14 Ultra,-0.5,,,,,,3.0,,,,2.0
10979,Xiaomi 14 Ultra,0.2,3.0,2.0,3.0,3.0,4.0,3.0,,,,
13822,Xiaomi 14 Ultra,-0.8,,,,,,,,,,
13940,Xiaomi 14 Ultra,-0.25,,,,,,,,,,
38,Xiaomi 14 Ultra,0.0,,3.0,,,,,,,,
2843,Xiaomi 14 Ultra,-0.1,,,,,,3.0,,,,
3049,Xiaomi 14 Ultra,0.5,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
10921,Xiaomi 14 Ultra,0.8,,5.0,,,,,,,,
11371,Xiaomi 14 Ultra,-0.8,,,,,,,,,1.0,
13907,Xiaomi 14 Ultra,-0.1,,3.0,,,,,,,,
2876,Xiaomi 14 Ultra,-0.2,,3.0,,,,,,,,
7348,Xiaomi 14 Ultra,0.7,,,,,,,,,,
7498,Xiaomi 14 Ultra,0.2,,,,,,,,,,
7931,Xiaomi 14 Ultra,0.4,,,,,,2.0,,,3.0,
9101,Xiaomi 14 Ultra,0.46,,,,,,,,,,
10878,Xiaomi 14 Ultra,0.0,,,,,,,,,,
1857,Xiaomi 14 Ultra,0.0,,3.0,,,,,,,,
1896,Xiaomi 14 Ultra,0.1667,,,,,,,,,2.0,
1899,Xiaomi 14 Ultra,0.69,,,,,,,,,5.0,
2353,Xiaomi 14 Ultra,0.5,4.0,5.0,5.0,5.0,4.0,5.0,,5.0,2.0,3.0
7113,Xiaomi 14 Ultra,0.6,,,,,,,,,,
7734,Xiaomi 14 Ultra,0.6,5.0,4.0,,,,,,,,
8225,Xiaomi 14 Ultra,-0.1,,,,,3.0,3.0,,,,
10661,Xiaomi 14 Ultra,0.0,,3.0,,,,,,,,
11987,Xiaomi 14 Ultra,0.7,5.0,,,,,,5.0,,,
13820,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
300,Xiaomi 14 Ultra,0.0,,,,,,,,,,
499,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
650,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
871,Xiaomi 14 Ultra,0.4,,,,,,,,,,
1402,Xiaomi 14 Ultra,0.1,,,,,,,,,,
3948,Xiaomi 14 Ultra,0.5,,3.0,,,,,,,,
5586,Xiaomi 14 Ultra,0.8,,,,,,,,,,
7246,Xiaomi 14 Ultra,0.2,,4.0,,,,,,,4.0,
7496,Xiaomi 14 Ultra,-0.6,,,,,,2.0,,,,
8372,Xiaomi 14 Ultra,0.4,2.0,,,2.0,5.0,4.0,4.0,4.0,5.0,3.0
8574,Xiaomi 14 Ultra,-0.3,,,,,,,,,,
10296,Xiaomi 14 Ultra,0.4,,5.0,,,,,,,,
10683,Xiaomi 14 Ultra,0.6,,4.0,,,,,,,,
11778,Xiaomi 14 Ultra,0.25,,,,,,,,,,
14129,Xiaomi 14 Ultra,0.4,,,,,,,,,,
1531,Xiaomi 14 Ultra,0.4,,3.0,,4.0,4.0,,,,,
8634,Xiaomi 14 Ultra,0.875,,5.0,,,,,,,3.0,
9207,Xiaomi 14 Ultra,0.6,,5.0,,,,,,,,
11638,Xiaomi 14 Ultra,0.6,,,,,,,,,,
502,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
1251,Xiaomi 14 Ultra,0.4,,,,,,,,,,
1789,Xiaomi 14 Ultra,0.3,,3.0,,,,,,,,
2132,Xiaomi 14 Ultra,-0.333,,,,,,,,,,
7226,Xiaomi 14 Ultra,0.2,,2.0,,,,,,,3.0,
8219,Xiaomi 14 Ultra,0.833,,,5.0,5.0,,,,,,
8333,Xiaomi 14 Ultra,0.0,,3.0,,,,4.0,,,,
10303,Xiaomi 14 Ultra,0.379,,,,,,,,,,
10906,Xiaomi 14 Ultra,0.5,,3.0,,,,4.0,,,,
11333,Xiaomi 14 Ultra,0.5,,,4.0,4.0,5.0,4.0,,4.0,5.0,2.0
68,Xiaomi 14 Ultra,-0.4,,3.0,4.0,2.0,4.0,2.0,,,5.0,5.0
233,Xiaomi 14 Ultra,-0.3,,,,,,,,2.0,,
2211,Xiaomi 14 Ultra,0.0,,3.0,,,,,,,,
6791,Xiaomi 14 Ultra,0.6,,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
7648,Xiaomi 14 Ultra,0.0,,,,,,,,,,
7672,Xiaomi 14 Ultra,-0.6,,,,,,2.0,,,,
14027,Xiaomi 14 Ultra,0.0,,,,,,,,,,
180,Xiaomi 14 Ultra,0.2,,2.0,,,,,4.0,2.0,4.0,5.0
257,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2061,Xiaomi 14 Ultra,-0.3,,,,,3.0,,,,,
8514,Xiaomi 14 Ultra,0.25,3.0,4.0,,,3.0,4.0,,,,
10459,Xiaomi 14 Ultra,0.2,,4.0,,,,,,,,
10876,Xiaomi 14 Ultra,0.0,,,,,,,,,,
11389,Xiaomi 14 Ultra,-0.1,,3.0,,,,,,,,
950,Xiaomi 14 Ultra,-0.5,,,,,2.0,,,,,
1212,Xiaomi 14 Ultra,0.0,,,,,,,,,,
1448,Xiaomi 14 Ultra,0.3,,3.0,,,,3.0,,,,
2179,Xiaomi 14 Ultra,0.7,,,,,,,,,5.0,
11618,Xiaomi 14 Ultra,0.0,,,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0
11669,Xiaomi 14 Ultra,-0.5,,,,,2.0,1.0,2.0,,,
13811,Xiaomi 14 Ultra,0.0,,,,,,,,,,
13921,Xiaomi 14 Ultra,0.0,,,,,,,,,,
52,Xiaomi 14 Ultra,0.6,,4.0,,,,,,,,
875,Xiaomi 14 Ultra,0.8,,,,,,,,,,
2642,Xiaomi 14 Ultra,-0.4,,,,,,,,,,
5587,Xiaomi 14 Ultra,0.6,3.0,0.0,0.0,4.0,4.0,3.0,,,,
7120,Xiaomi 14 Ultra,-0.125,,,,,,,,,,
8584,Xiaomi 14 Ultra,0.25,,,,,,,,,,
8924,Xiaomi 14 Ultra,0.6,4.0,3.0,,,,,,,,
12396,Xiaomi 14 Ultra,-0.8,,,,,,,,,,
7369,Xiaomi 14 Ultra,-0.5,,,,,,,,,,
7787,Xiaomi 14 Ultra,0.77,,4.0,,,,,,,,
9087,Xiaomi 14 Ultra,0.6,,5.0,,,,,5.0,,5.0,
10144,Xiaomi 14 Ultra,0.2,,,2.0,,4.0,,,,,
10969,Xiaomi 14 Ultra,-0.5,,,,,,,4.0,,1.0,
11391,Xiaomi 14 Ultra,0.2,,,,,,,,,,
249,Xiaomi 14 Ultra,0.25,,,,,,,,,,
1255,Xiaomi 14 Ultra,0.0,,,,,,,,,,
1581,Xiaomi 14 Ultra,0.6,,,4.0,,,,,,4.0,
1817,Xiaomi 14 Ultra,0.1,,,3.0,,3.0,,,,,
2152,Xiaomi 14 Ultra,-0.5,2.0,,,,,4.0,,,,
2158,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2369,Xiaomi 14 Ultra,-0.5,,2.0,,,,,,,,
6449,Xiaomi 14 Ultra,0.6,4.0,,,3.0,,,,,,
7609,Xiaomi 14 Ultra,0.375,,,,,,,,,,
10446,Xiaomi 14 Ultra,0.5,,,,,,,,,,
11564,Xiaomi 14 Ultra,-0.4,,2.0,,,,2.0,,,,
11574,Xiaomi 14 Ultra,0.5,,3.0,,,,,,,,
13985,Xiaomi 14 Ultra,0.0,,,,,,,,,,
174,Xiaomi 14 Ultra,-0.5,3.0,,,,,,,,,
894,Xiaomi 14 Ultra,0.0,,,,,,,,,,
2540,Xiaomi 14 Ultra,-0.45,,,,,,,,,,
5213,Xiaomi 14 Ultra,0.0,,,,,,,,,,
5576,Xiaomi 14 Ultra,0.7,,,,,,,,,,
8416,Xiaomi 14 Ultra,0.0,3.0,,,,,,,,,
8934,Xiaomi 14 Ultra,0.0,,,,,,,,,,
11494,Xiaomi 14 Ultra,0.1,,,,,,,,,,3.0
12186,Xiaomi 14 Ultra,0.4,3.0,,,4.0,,,,,,
13882,Xiaomi 14 Ultra,-0.6,,,,,,,,,,
423,iPhone,0.596,,4.0,,,,4.0,,,5.0,
188,iPhone,0.709,,,,,5.0,,,,,
373,iPhone,0.7,5.0,,,5.0,,,,,,
